         381229104 function calls (381226101 primitive calls) in 695.170 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:652(_cparts)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:683(_code_to_timestamp_pyc)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
      138    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/import_utils.py:2755(<genexpr>)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/langchain_text_splitters/base.py:155(from_huggingface_tokenizer)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/random.py:506(choices)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:931(format)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:644(unquote)
        3    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:281(get)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
       10    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/import_utils.py:2204(<listcomp>)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/tqdm.py:201(is_tqdm_disabled)
       14    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/_weakrefset.py:53(_commit_removals)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:1134(all_special_tokens_extended)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:151(username)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/parser.py:17(__init__)
       36    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:857(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
       14    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:38(_ignore_error)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:799(iter_content)
       16    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       45    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/structures.py:60(__len__)
      106    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       26    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/response.py:9(is_fp_closed)
        7    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/utils.py:266(_supports_unicode)
        7    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:760(get_lock)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:1216(_validate_path)
        6    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/enum.py:966(__or__)
       14    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/datasets/formatting/__init__.py:123(get_formatter)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:665(format)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
       62    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:172(append)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_runtime.py:252(is_tf_available)
       40    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/queue.py:248(_qsize)
      148    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connection.py:615(__init__)
       14    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/utils.py:187(disable_on_exception)
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/shlex.py:72(push_token)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:235(_get_decoder)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/inspect.py:66(get_annotations)
       51    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/socket.py:730(readable)
       76    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/inspect.py:2997(parameters)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:428(flush)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/inspect.py:612(unwrap)
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_compile.py:432(_generate_overlap_table)
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_auth.py:52(_get_token_from_google_colab)
       99    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        5    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:84(opengroup)
       18    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:1077(__getattr__)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/threading.py:538(__init__)
       12    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:512(__init__)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connection.py:163(host)
       47    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        7    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:219(_acquireLock)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       14    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/_weakrefset.py:21(__enter__)
        5    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connectionpool.py:81(__init__)
        7    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/random.py:519(<listcomp>)
       61    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/hub.py:195(is_remote_url)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:270(__init__)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:1207(_validate_method)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/os.py:771(getenv)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:902(_resolve_name)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/timeout.py:202(start_connect)
        9    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:1701(getEffectiveLevel)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/typing_extensions.py:3178(_collect_type_vars)
        4    0.000    0.000    0.000    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
       18    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/posixpath.py:528(<listcomp>)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/_internal_utils.py:38(unicode_is_ascii)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1619(path_hook_for_FileFinder)
       73    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:439(isclosed)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/retry.py:379(_is_method_retryable)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       30    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/timeout.py:245(read_timeout)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
       30    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/message.py:181(is_multipart)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/feedparser.py:210(_pop_message)
       47    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:522(_calc_mode)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/exceptions.py:34(__init__)
        7    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/utils.py:125(__eq__)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/posixpath.py:140(basename)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/sessions.py:91(merge_hooks)
       24    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/pathlib.py:94(join_parsed_parts)
        6    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/models/auto/configuration_auto.py:961(model_type_to_module_name)
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/cookiejar.py:1295(_cookies_for_request)
       28    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
       38    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:214(<genexpr>)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/tempfile.py:110(_sanitize_params)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/json/decoder.py:31(__init__)
       34    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/hooks.py:16(<dictcomp>)
       36    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/connection.py:132(__init__)
        5    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:1162(_update_chunk_length)
        7    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/utils.py:156(__init__)
       30    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:429(retries)
       53    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/cookiejar.py:44(_debug)
        5    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/tqdm.py:172(are_progress_bars_disabled)
       10    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/import_utils.py:2797(flatten_dict)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/collections/__init__.py:430(_replace)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:101(__init__)
       29    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:419(_checknetloc)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/file_download.py:314(_get_file_length_from_http_response)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/email/message.py:303(set_payload)
      102    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/ssl.py:1108(_checkClosed)
       22    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/utils.py:139(__getattr__)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/socket.py:488(_decref_socketios)
        4    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:189(_userinfo)
        3    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/utils/import_utils.py:2576(find_substring)
       32    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/inspect.py:2960(<genexpr>)
       94    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       31    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:249(match)
        8    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/file_download.py:391(<genexpr>)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/hooks.py:22(dispatch_hook)
       25    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/queue.py:251(_put)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
       30    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:369(<genexpr>)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:872(quote_plus)
       36    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/typing.py:264(_remove_dups_flatten)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       46    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/utils.py:733(set_environ)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/util/request.py:144(set_file_position)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:524(_flush_decoder)
       42    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       44    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:921(fix_flags)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/weakref.py:569(__init__)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/http/client.py:1203(_encode_request)
       20    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/filelock/_api.py:200(lock_file)
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:76(__init__)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/urllib/parse.py:88(clear_cache)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/filelock/_api.py:395(__del__)
       25    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:286(tell)
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_runtime.py:102(is_fastai_available)
       21    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:226(__init__)
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/netrc.py:117(authenticators)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/queue.py:34(__init__)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/contextlib.py:420(__init__)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:90(__init__)
        5    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/_monitor.py:94(report)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/tempfile.py:85(_infer_return_type)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:1426(__init__)
       21    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/utils.py:152(wrapper_setattr)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/transformers/models/bert/tokenization_bert_fast.py:32(BertTokenizerFast)
       34    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/cookies.py:110(__init__)
        5    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/models.py:909(text)
       14    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:1157(__hash__)
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_runtime.py:120(is_fastcore_available)
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/posixpath.py:117(splitext)
       15    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/queue.py:254(_get)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/ssl.py:561(set_alpn_protocols)
       19    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_parse.py:111(__init__)
        1    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/langchain_text_splitters/character.py:86(__init__)
        8    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/typing.py:968(__setattr__)
       60    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       38    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
        8    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedWriter' objects}
        2    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/socket.py:220(__init__)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        7    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/logging/__init__.py:228(_releaseLock)
       66    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
      106    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/copy.py:182(_deepcopy_atomic)
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:737(<setcomp>)
       26    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/sre_compile.py:595(isstring)
       14    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/requests/sessions.py:333(rebuild_method)
        4    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/posixpath.py:521(<listcomp>)
       13    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/huggingface_hub/utils/_runtime.py:265(get_torch_version)
       14    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/_weakrefset.py:17(__init__)
        6    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/urllib3/response.py:277(put)
       14    0.000    0.000    0.000    0.000 /mnt/nlpgpu-io1/data/terry/ToolProj/.pixi/envs/default/lib/python3.10/site-packages/tqdm/std.py:1153(_comparable)
